1000000	0	0
1000100	5208	5208
1000200	18848	13640
1000300	44888	26040
1000400	76880	31992
1000500	117800	40920
1000600	167648	49848
1000700	235848	68200
1000800	306280	70432
1000900	384400	78120
1001000	471448	87048
1001100	567424	95976
1001200	681008	113584
1001300	806000	124992
1001400	930248	124248
1001500	1063424	133176
1001600	1208008	144584
1001700	1371936	163928
1001800	1544048	172112
1001900	1714424	170376
1002000	1893728	179304
1002100	2085432	191704
1002200	2286560	201128
1002300	2496616	210056
1002400	2717336	220720
1002500	2946736	229400
1002600	3180104	233368
1002700	3415704	235600
1002800	3657256	241552
1002900	3886656	229400
1003000	4025784	139128
1003100	4172352	146568
1003200	4329832	157480
1003300	4514096	184264
1003400	4695136	181040
1003500	4879152	184016
1003600	5071848	192696
1003700	5275704	203856
1003800	5489976	214272
1003900	5645224	155248
1004000	5773440	128216
1004100	5899176	125736
1004200	6033840	134664
1004300	6178176	144336
1004400	6350536	172360
1004500	6519176	168640
1004600	6691040	171864
1004700	6871832	180792
1004800	7062792	190960
1004900	7264168	201376
1005000	7474720	210552
1005100	7694200	219480
1005200	7921864	227664
1005300	8155480	233616
1005400	8393560	238080
1005500	8634368	240808
1005600	8862776	228408
1005700	9001904	139128
1005800	9149960	148056
1005900	9314632	164672
1006000	9491456	176824
1006100	9677704	186248
1006200	9862960	185256
1006300	10057888	194928
1006400	10265464	207576
1006500	10482464	217000
1006600	10710128	227664
1006700	10943248	233120
1006800	11177112	233864
1006900	11306816	129704
1007000	11448920	142104
1007100	11600944	152024
1007200	11751976	151032
1007300	11911936	159960
1007400	12086032	174096
1007500	12271040	185008
1007600	12477376	206336
1007700	12674536	197160
1007800	12881120	206584
1007900	13097872	216752
1008000	13323056	225184
1008100	13555928	232872
1008200	13793264	237336
1008300	14032336	239072
1008400	14275872	243536
1008500	14426408	150536
1008600	14580416	154008
1008700	14742608	162192
1008800	14907032	164424
1008900	15081128	174096
1009000	15270104	188976
1009100	15474704	204600
1009200	15683272	208568
1009300	15895064	211792
1009400	16115040	219976
1009500	16344192	229152
1009600	16578800	234608
1009700	16816632	237832
1009800	16964688	148056
1009900	17106296	141608
