1000000	0	0
1000100	2480	2480
1000200	8928	6448
1000300	18848	9920
1000400	36208	17360
1000500	54560	18352
1000600	76880	22320
1000700	103168	26288
1000800	133424	30256
1000900	167648	34224
1001000	216008	48360
1001100	259160	43152
1001200	306280	47120
1001300	357368	51088
1001400	412424	55056
1001500	471448	59024
1001600	534440	62992
1001700	611568	77128
1001800	690680	79112
1001900	766568	75888
1002000	846424	79856
1002100	930248	83824
1002200	1018040	87792
1002300	1112280	94240
1002400	1213712	101432
1002500	1317376	103664
1002600	1425256	107880
1002700	1537352	112096
1002800	1651928	114576
1002900	1768984	117056
1003000	1888520	119536
1003100	2010536	122016
1003200	2123376	112840
1003300	2196784	73408
1003400	2271432	74648
1003500	2351784	80352
1003600	2431640	79856
1003700	2515464	83824
1003800	2603256	87792
1003900	2700720	97464
1004000	2802152	101432
1004100	2907304	105152
1004200	3019896	112592
1004300	3129264	109368
1004400	3241856	112592
1004500	3358416	116560
1004600	3478944	120528
1004700	3602696	123752
1004800	3726200	123504
1004900	3842016	115816
1005000	3915920	73904
1005100	3989824	73904
1005200	4067696	77872
1005300	4150776	83080
1005400	4246752	95976
1005500	4341240	94488
1005600	4441928	100688
1005700	4541624	99696
1005800	4644296	102672
1005900	4750936	106640
1006000	4864272	113336
1006100	4982072	117800
1006200	5102600	120528
1006300	5225856	123256
1006400	5351840	125984
1006500	5478816	126976
1006600	5556440	77624
1006700	5628360	71920
1006800	5708960	80600
1006900	5796008	87048
1007000	5886776	90768
1007100	5978288	91512
1007200	6071040	92752
1007300	6167760	96720
1007400	6270184	102424
1007500	6378560	108376
1007600	6490904	112344
1007700	6606968	116064
1007800	6725760	118792
1007900	6847528	121768
1008000	6971776	124248
1008100	7098256	126480
1008200	7214816	116560
1008300	7289464	74648
1008400	7368080	78616
1008500	7450912	82832
1008600	7533744	82832
1008700	7620544	86800
1008800	7714784	94240
1008900	7813488	98704
1009000	7915416	101928
1009100	8023792	108376
1009200	8136136	112344
1009300	8252448	116312
1009400	8368512	116064
1009500	8488048	119536
1009600	8595928	107880
1009700	8660904	64976
1009800	8729848	68944
1009900	8802760	72912
