1000000	0	0
1000100	9672	9672
1000200	38688	29016
1000300	94240	55552
1000400	182032	87792
1000500	305536	123504
1000600	464752	159216
1000700	608344	143592
1000800	734824	126480
1000900	904208	169384
1001000	1113024	208816
1001100	1328536	215512
1001200	1517016	188480
1001300	1697560	180544
1001400	1901416	203856
1001500	2140984	239568
1001600	2391960	250976
1001700	2596808	204848
1001800	2785784	188976
1001900	3015680	229896
1002000	3281536	265856
1002100	3540944	259408
1002200	3747032	206088
1002300	3963040	216008
1002400	4205832	242792
1002500	4481112	275280
1002600	4744736	263624
1002700	4941896	197160
1002800	5154680	212784
1002900	5404168	249488
1003000	5687384	283216
1003100	5965144	277760
1003200	6148168	183024
1003300	6378312	230144
1003400	6644168	265856
1003500	6911512	267344
1003600	7166456	254944
1003700	7371800	205344
1003800	7600456	228656
1003900	7863832	263376
1004000	8150520	286688
1004100	8397776	247256
1004200	8595680	197904
1004300	8836240	240560
1004400	9122680	286440
1004500	9403664	280984
1004600	9615704	212040
1004700	9830720	215016
1004800	10080704	249984
1004900	10358960	278256
1005000	10645400	286440
1005100	10862648	217248
1005200	11072456	209808
1005300	11317976	245520
1005400	11599208	281232
1005500	11888376	289168
1005600	12082560	194184
1005700	12303776	221216
1005800	12572360	268584
1005900	12855080	282720
1006000	13131600	276520
1006100	13326776	195176
1006200	13553200	226424
1006300	13810624	257424
1006400	14103760	293136
1006500	14361432	257672
1006600	14553384	191952
1006700	14781048	227664
1006800	15067984	286936
1006900	15343512	275528
1007000	15591512	248000
1007100	15793880	202368
1007200	16037912	244032
1007300	16307240	269328
1007400	16585496	278256
1007500	16823576	238080
1007600	17028176	204600
1007700	17267744	239568
1007800	17549224	281480
1007900	17826736	277512
1008000	18055392	228656
1008100	18264704	209312
1008200	18526592	261888
1008300	18807824	281232
1008400	19083104	275280
1008500	19283488	200384
1008600	19506936	223448
1008700	19758408	251472
1008800	20045592	287184
1008900	20338728	293136
1009000	20523240	184512
1009100	20741976	218736
1009200	21019240	277264
1009300	21286584	267344
1009400	21555664	269080
1009500	21747616	191952
1009600	21989664	242048
1009700	22253040	263376
1009800	22540224	287184
1009900	22793184	252960
