1000000	0	0
1000100	18848	18848
1000200	76880	58032
1000300	160208	83328
1000400	242792	82584
1000500	358608	115816
1000600	508896	150288
1000700	712008	203112
1000800	936696	224688
1000900	1206272	269576
1001000	1519496	313224
1001100	1854296	334800
1001200	2253824	399528
1001300	2666496	412672
1001400	3123064	456568
1001500	3633696	510632
1001600	4153008	519312
1001700	4708032	555024
1001800	5248176	540144
1001900	5769720	521544
1002000	6175200	405480
1002100	6551664	376464
1002200	6975000	423336
1002300	7413960	438960
1002400	7912192	498232
1002500	8443160	530968
1002600	8992232	549072
1002700	9534360	542128
1002800	10091616	557256
1002900	10629776	538160
1003000	10980448	350672
1003100	11375264	394816
1003200	11823648	448384
1003300	12283440	459792
1003400	12807960	524520
1003500	13356040	548080
1003600	13918008	561968
1003700	14479728	561720
1003800	15012928	533200
1003900	15455112	442184
1004000	15825624	370512
1004100	16259624	434000
1004200	16712224	452600
1004300	17197064	484840
1004400	17747376	550312
1004500	18308848	561472
1004600	18848992	540144
1004700	19419144	570152
1004800	19970200	551056
1004900	20343936	373736
1005000	20732304	388368
1005100	21182672	450368
1005200	21656104	473432
1005300	22163760	507656
1005400	22732920	569160
1005500	23287200	554280
1005600	23858096	570896
1005700	24398736	540640
1005800	24867456	468720
1005900	25241688	374232
1006000	25656096	414408
1006100	26128288	472192
1006200	26608912	480624
1006300	27143848	534936
1006400	27714744	570896
1006500	28265056	550312
1006600	28835208	570152
1006700	29394200	558992
1006800	29778104	383904
1006900	30170440	392336
1007000	30597744	427304
1007100	31088040	490296
1007200	31583544	495504
1007300	32140056	556512
1007400	32697312	557256
1007500	33270688	573376
1007600	33814304	543616
1007700	34290216	475912
1007800	34681312	391096
1007900	35084560	403248
1008000	35545840	461280
1008100	36039360	493520
1008200	36552720	513360
1008300	37123120	570400
1008400	37686576	563456
1008500	38254000	567424
1008600	38810760	556760
1008700	39199624	388864
1008800	39608824	409200
1008900	40026952	418128
1009000	40503856	476904
1009100	41012752	508896
1009200	41546696	533944
1009300	42107176	560480
1009400	42683280	576104
1009500	43231608	548328
1009600	43727856	496248
1009700	44111760	383904
1009800	44521456	409696
1009900	44959920	438464
