1000000	0
1000010	0
1000020	0
1000030	0
1000040	0
1000050	0
1000060	0
1000070	0
1000080	0
1000090	0
1000100	0
1000110	0
1000120	0
1000130	0
1000140	0
1000150	0
1000160	0
1000170	0
1000180	0
1000190	0
1000200	0
1000210	0
1000220	0
1000230	0
1000240	0
1000250	0
1000260	0
1000270	0
1000280	0
1000290	0
1000300	0
1000310	0
1000320	0
1000330	0
1000340	0
1000350	0
1000360	0
1000370	0
1000380	0
1000390	0
1000400	0
1000410	0
1000420	0
1000430	0
1000440	0
1000450	0
1000460	0
1000470	0
1000480	0
1000490	0
1000500	0
1000510	0
1000520	0
1000530	0
1000540	0
1000550	0
1000560	0
1000570	0
1000580	0
1000590	0
1000600	0
1000610	0
1000620	0
1000630	0
1000640	0
1000650	0
1000660	0
1000670	0
1000680	0
1000690	0
1000700	0
1000710	0
1000720	0
1000730	0
1000740	0
1000750	0
1000760	0
1000770	0
1000780	0
1000790	0
1000800	0
1000810	0
1000820	0
1000830	0
1000840	0
1000850	0
1000860	0
1000870	0
1000880	0
1000890	0
1000900	0
1000910	0
1000920	0
1000930	0
1000940	0
1000950	0
1000960	0
1000970	0
1000980	0
1000990	0
1001000	0
1001010	0
1001020	0
1001030	0
1001040	0
1001050	0
1001060	0
1001070	0
1001080	0
1001090	0
1001100	0
1001110	0
1001120	0
1001130	0
1001140	0
1001150	0
1001160	0
1001170	0
1001180	0
1001190	1
1001200	0
1001210	0
1001220	0
1001230	0
1001240	0
1001250	0
1001260	0
1001270	0
1001280	0
1001290	0
1001300	0
1001310	1
1001320	0
1001330	0
1001340	0
1001350	0
1001360	2
1001370	0
1001380	0
1001390	0
1001400	0
1001410	0
1001420	0
1001430	0
1001440	0
1001450	0
1001460	0
1001470	0
1001480	2
1001490	0
1001500	0
1001510	0
1001520	0
1001530	2
1001540	0
1001550	0
1001560	0
1001570	0
1001580	0
1001590	0
1001600	1
1001610	0
1001620	0
1001630	0
1001640	0
1001650	1
1001660	0
1001670	0
1001680	0
1001690	0
1001700	1
1001710	0
1001720	0
1001730	0
1001740	0
1001750	0
1001760	0
1001770	2
1001780	0
1001790	0
1001800	0
1001810	0
1001820	2
1001830	0
1001840	1
1001850	0
1001860	0
1001870	1
1001880	0
1001890	1
1001900	0
1001910	0
1001920	0
1001930	0
1001940	1
1001950	0
1001960	0
1001970	0
1001980	0
1001990	1
1002000	0
1002010	1
1002020	0
1002030	0
1002040	1
1002050	0
1002060	1
1002070	0
1002080	0
1002090	0
1002100	0
1002110	2
1002120	0
1002130	1
1002140	0
1002150	0
1002160	0
1002170	0
1002180	1
1002190	0
1002200	0
1002210	0
1002220	0
1002230	2
1002240	0
1002250	2
1002260	0
1002270	0
1002280	8
1002290	0
1002300	14
1002310	0
1002320	0
1002330	12
1002340	0
1002350	20
1002360	0
1002370	2
1002380	13
1002390	0
1002400	26
1002410	0
1002420	4
1002430	13
1002440	0
1002450	29
1002460	0
1002470	7
1002480	13
1002490	0
1002500	30
1002510	0
1002520	9
1002530	15
1002540	7
1002550	33
1002560	0
1002570	9
1002580	13
1002590	13
1002600	36
1002610	0
1002620	6
1002630	11
1002640	17
1002650	36
1002660	2
1002670	8
1002680	11
1002690	18
1002700	33
1002710	2
1002720	12
1002730	10
1002740	21
1002750	36
1002760	2
1002770	21
1002780	14
1002790	19
1002800	40
1002810	3
1002820	26
1002830	22
1002840	18
1002850	42
1002860	9
1002870	29
1002880	31
1002890	25
1002900	46
1002910	20
1002920	34
1002930	39
1002940	33
1002950	51
1002960	28
1002970	40
1002980	44
1002990	40
1003000	54
1003010	37
1003020	45
1003030	51
1003040	48
1003050	59
1003060	47
1003070	49
1003080	59
1003090	54
1003100	60
1003110	56
1003120	54
1003130	66
1003140	62
1003150	63
1003160	215
1003170	352
1003180	22
1003190	0
1003200	0
1003210	0
1003220	0
1003230	3
1003240	0
1003250	0
1003260	0
1003270	0
1003280	0
1003290	0
1003300	0
1003310	0
1003320	0
1003330	0
1003340	0
1003350	1
1003360	0
1003370	0
1003380	0
1003390	0
1003400	2
1003410	0
1003420	0
1003430	0
1003440	0
1003450	0
1003460	0
1003470	1
1003480	0
1003490	0
1003500	0
1003510	0
1003520	0
1003530	0
1003540	2
1003550	0
1003560	0
1003570	0
1003580	0
1003590	0
1003600	0
1003610	0
1003620	0
1003630	0
1003640	1
1003650	0
1003660	4
1003670	0
1003680	0
1003690	0
1003700	0
1003710	8
1003720	0
1003730	0
1003740	0
1003750	0
1003760	0
1003770	0
1003780	1
1003790	0
1003800	0
1003810	0
1003820	0
1003830	5
1003840	0
1003850	0
1003860	1
1003870	0
1003880	8
1003890	0
1003900	0
1003910	2
1003920	0
1003930	14
1003940	0
1003950	6
1003960	0
1003970	0
1003980	21
1003990	0
1004000	19
1004010	0
1004020	0
1004030	26
1004040	0
1004050	31
1004060	0
1004070	1
1004080	28
1004090	0
1004100	36
1004110	0
1004120	3
1004130	29
1004140	0
1004150	34
1004160	0
1004170	3
1004180	31
1004190	2
1004200	29
1004210	0
1004220	3
1004230	31
1004240	6
1004250	22
1004260	0
1004270	2
1004280	32
1004290	9
1004300	21
1004310	0
1004320	1
1004330	32
1004340	10
1004350	23
1004360	0
1004370	5
1004380	32
1004390	9
1004400	31
1004410	0
1004420	14
1004430	33
1004440	11
1004450	35
1004460	10
1004470	22
1004480	37
1004490	14
1004500	39
1004510	19
1004520	27
1004530	39
1004540	25
1004550	42
1004560	29
1004570	31
1004580	46
1004590	34
1004600	47
1004610	38
1004620	38
1004630	52
1004640	42
1004650	53
1004660	46
1004670	45
1004680	59
1004690	51
1004700	58
1004710	53
1004720	51
1004730	65
1004740	55
1004750	64
1004760	63
1004770	58
1004780	71
1004790	62
1004800	70
1004810	69
1004820	64
1004830	75
1004840	70
1004850	70
1004860	77
1004870	73
1004880	80
1004890	0
1004900	0
1004910	0
1004920	3
1004930	0
1004940	0
1004950	1
1004960	0
1004970	0
1004980	0
1004990	0
1005000	2
1005010	0
1005020	0
1005030	0
1005040	2
1005050	0
1005060	0
1005070	1
1005080	0
1005090	5
1005100	0
1005110	0
1005120	0
1005130	0
1005140	0
1005150	0
1005160	0
1005170	0
1005180	0
1005190	0
1005200	0
1005210	5
1005220	0
1005230	0
1005240	0
1005250	0
1005260	4
1005270	0
1005280	0
1005290	0
1005300	0
1005310	0
