1000000	0	0
1000100	18848	18848
1000200	71672	52824
1000300	133424	61752
1000400	224192	90768
1000500	352160	127968
1000600	527992	175832
1000700	728872	200880
1000800	975384	246512
1000900	1262072	286688
1001000	1573808	311736
1001100	1943328	369520
1001200	2335664	392336
1001300	2761480	425816
1001400	3250536	489056
1001500	3748768	498232
1001600	4281224	532456
1001700	4843192	561968
1001800	5386560	543368
1001900	5928440	541880
1002000	6296720	368280
1002100	6690048	393328
1002200	7120576	430528
1002300	7572184	451608
1002400	8080584	508400
1002500	8625688	545104
1002600	9174512	548824
1002700	9734000	559488
1002800	10280592	546592
1002900	10757248	476656
1003000	11147600	390352
1003100	11551592	403992
1003200	12009400	457808
1003300	12505896	496496
1003400	13020000	514104
1003500	13571056	551056
1003600	14153856	582800
1003700	14713096	559240
1003800	15265888	552792
1003900	15643840	377952
1004000	16042376	398536
1004100	16486544	444168
1004200	16947080	460536
1004300	17467384	520304
1004400	18019184	551800
1004500	18575696	556512
1004600	19144360	568664
1004700	19692688	548328
1004800	20166616	473928
1004900	20552008	385392
1005000	20961952	409944
1005100	21435632	473680
1005200	21928904	493272
1005300	22450944	522040
1005400	23008200	557256
1005500	23593976	585776
1005600	24152472	558496
1005700	24716424	563952
1005800	25073296	356872
1005900	25485472	412176
1006000	25928152	442680
1006100	26394640	466488
1006200	26925608	530968
1006300	27479144	553536
1006400	28036648	557504
1006500	28607296	570648
1006600	29152400	545104
1006700	29615416	463016
1006800	30007752	392336
1006900	30420672	412920
1007000	30894600	473928
1007100	31393824	499224
1007200	31916608	522784
1007300	32476592	559984
1007400	33055920	579328
1007500	33610448	554528
1007600	34167704	557256
1007700	34527304	359600
1007800	34940224	412920
1007900	35388608	448384
1008000	35858072	469464
1008100	36389536	531464
1008200	36948280	558744
1008300	37498592	550312
1008400	38066512	567920
1008500	38629472	562960
1008600	39065704	436232
1008700	39463744	398040
1008800	39879640	415896
1008900	40353816	474176
1009000	40858744	504928
1009100	41384504	525760
1009200	41946968	562464
1009300	42516376	569408
1009400	43070160	553784
1009500	43619232	549072
1009600	43981808	362576
1009700	44395224	413416
1009800	44849064	453840
1009900	45321504	472440
