1000000	0	0
1000100	1062928	1062928
1000200	2149416	1086488
1000300	2923176	773760
1000400	3626504	703328
1000500	4355376	728872
1000600	5118472	763096
1000700	5934888	816416
1000800	6765440	830552
1000900	7631456	866016
1001000	8488544	857088
1001100	9315872	827328
1001200	10100544	784672
1001300	10613656	513112
1001400	11185544	571888
1001500	11761400	575856
1001600	12407936	646536
1001700	13075800	667864
1001800	13778136	702336
1001900	14483448	705312
1002000	15182808	699360
1002100	15899280	716472
1002200	16412640	513360
1002300	16889544	476904
1002400	17379840	490296
1002500	17916512	536672
1002600	18502040	585528
1002700	19098480	596440
1002800	19741048	642568
1002900	20390312	649264
1003000	21016264	625952
1003100	21608984	592720
1003200	22014712	405728
1003300	22458384	443672
1003400	22923880	465496
1003500	23460552	536672
1003600	23999952	539400
1003700	24595896	595944
1003800	25186136	590240
1003900	25789520	603384
1004000	26389928	600408
1004100	26847240	457312
1004200	27254952	407712
1004300	27682008	427056
1004400	28181232	499224
1004500	28686408	505176
1004600	29239200	552792
1004700	29826960	587760
1004800	30405048	578088
1004900	30994296	589248
1005000	31531216	536920
1005100	31920576	389360
1005200	32320848	400272
1005300	32783368	462520
1005400	33269448	486080
1005500	33785536	516088
1005600	34364368	578832
1005700	34927824	563456
1005800	35506656	578832
1005900	36067136	560480
1006000	36521968	454832
1006100	36898432	376464
1006200	37326976	428544
1006300	37797432	470456
1006400	38284008	486576
1006500	38837048	553040
1006600	39412408	575360
1006700	39958008	545600
1006800	40533616	575608
1006900	41092608	558992
1007000	41466592	373984
1007100	41857936	391344
1007200	42317976	460040
1007300	42787936	469960
1007400	43307744	519808
1007500	43872936	565192
1007600	44438128	565192
1007700	45008032	569904
1007800	45555120	547088
1007900	46018632	463512
1008000	46389144	370512
1008100	46816696	427552
1008200	47275744	459048
1008300	47763064	487320
1008400	48317344	554280
1008500	48872368	555024
1008600	49429376	557008
1008700	49986384	557008
1008800	50554800	568416
1008900	50907456	352656
1009000	51316160	408704
1009100	51756856	440696
1009200	52220368	463512
1009300	52754064	533696
1009400	53298424	544360
1009500	53871304	572880
1009600	54427816	556512
1009700	54996728	568912
1009800	55434696	437968
1009900	55814136	379440
