1000000	0	0
1000100	631408	631408
1000200	1295056	663648
1000300	1843880	548824
1000400	2241672	397792
1000500	2589368	347696
1000600	2831912	242544
1000700	3134968	303056
1000800	3451912	316944
1000900	3811760	359848
1001000	4226416	414656
1001100	4451104	224688
1001200	4713240	262136
1001300	5033904	320664
1001400	5368704	334800
1001500	5614968	246264
1001600	5853544	238576
1001700	6087656	234112
1001800	6264480	176824
1001900	6472056	207576
1002000	6635240	163184
1002100	6809088	173848
1002200	7006744	197656
1002300	7136696	129952
1002400	7313272	176576
1002500	7514152	200880
1002600	7761904	247752
1002700	7958072	196168
1002800	8135888	177816
1002900	8367520	231632
1003000	8547816	180296
1003100	8716208	168392
1003200	8932712	216504
1003300	9172280	239568
1003400	9458472	286192
1003500	9672248	213776
1003600	9872632	200384
1003700	10125344	252712
1003800	10397648	272304
1003900	10715832	318184
1004000	11079648	363816
1004100	11292928	213280
1004200	11543904	250976
1004300	11819928	276024
1004400	12028992	209064
1004500	12232848	203856
1004600	12475392	242544
1004700	12669328	193936
1004800	12856320	186992
1004900	13066128	209808
1005000	13306936	240808
1005100	13467144	160208
1005200	13656120	188976
1005300	13894696	238576
1005400	14140960	246264
1005500	14306128	165168
1005600	14518912	212784
1005700	14754760	235848
1005800	14907032	152272
1005900	15105928	198896
1006000	15332848	226920
1006100	15525048	192200
1006200	15705840	180792
1006300	15912672	206832
1006400	16106360	193688
1006500	16267808	161448
1006600	16446120	178312
1006700	16584256	138136
1006800	16752152	167896
1006900	16895992	143840
1007000	17045536	149544
1007100	17173504	127968
1007200	17310896	137392
1007300	17477552	166656
1007400	17681656	204104
1007500	17936352	254696
1007600	18153848	217496
1007700	18338608	184760
1007800	18550648	212040
1007900	18798896	248248
1008000	19039208	240312
1008100	19216280	177072
1008200	19436256	219976
1008300	19646064	209808
1008400	19808256	162192
1008500	20013600	205344
1008600	20260856	247256
1008700	20477112	216256
1008800	20657408	180296
1008900	20873912	216504
1009000	21119432	245520
1009100	21418520	299088
1009200	21678672	260152
1009300	21877568	198896
1009400	22125568	248000
1009500	22394896	269328
1009600	22595280	200384
1009700	22797896	202616
1009800	23028536	230640
1009900	23313984	285448
