1000000	0	0
1000100	14384	14384
1000200	60512	46128
1000300	150536	90024
1000400	220720	70184
1000500	331080	110360
1000600	481120	150040
1000700	588008	106888
1000800	730608	142600
1000900	903960	173352
1001000	1024736	120776
1001100	1187176	162440
1001200	1311176	124000
1001300	1448568	137392
1001400	1633576	185008
1001500	1843384	209808
1001600	2095600	252216
1001700	2395184	299584
1001800	2715104	319920
1001900	2968808	253704
1002000	3192256	223448
1002100	3447448	255192
1002200	3755464	308016
1002300	4091504	336040
1002400	4344712	253208
1002500	4578824	234112
1002600	4839224	260400
1002700	5145504	306280
1002800	5496424	350920
1002900	5703752	207328
1003000	5950016	246264
1003100	6205952	255936
1003200	6370128	164176
1003300	6571504	201376
1003400	6703936	132432
1003500	6876792	172856
1003600	7094536	217744
1003700	7337080	242544
1003800	7540192	203112
1003900	7724704	184512
1004000	7940464	215760
1004100	8213016	272552
1004200	8456056	243040
1004300	8639080	183024
1004400	8871456	232376
1004500	9125904	254448
1004600	9398456	272552
1004700	9585944	187488
1004800	9798728	212784
1004900	10059376	260648
1005000	10356728	297352
1005100	10681608	324880
1005200	10999296	317688
1005300	11215056	215760
1005400	11470992	255936
1005500	11779256	308264
1005600	11980632	201376
1005700	12192176	211544
1005800	12445632	253456
1005900	12666104	220472
1006000	12850120	184016
1006100	13069104	218984
1006200	13218152	149048
1006300	13401920	183768
1006400	13608752	206832
1006500	13858488	249736
1006600	14154352	295864
1006700	14471296	316944
1006800	14840320	369024
1006900	15246296	405976
1007000	15524552	278256
1007100	15798344	273792
1007200	16072384	274040
1007300	16257392	185008
1007400	16481832	224440
1007500	16733304	251472
1007600	16957744	224440
1007700	17142504	184760
1007800	17361488	218984
1007900	17638504	277016
1008000	17894440	255936
1008100	18074984	180544
1008200	18309840	234856
1008300	18564784	254944
1008400	18864368	299584
1008500	19209088	344720
1008600	19574144	365056
1008700	19847192	273048
1008800	20104864	257672
1008900	20282432	177568
1009000	20479592	197160
1009100	20698328	218736
1009200	20893008	194680
1009300	21070824	177816
1009400	21274680	203856
1009500	21520696	246016
1009600	21734224	213528
1009700	21914520	180296
1009800	22141440	226920
1009900	22352240	210800
